 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
403,3,12,5m,,,5r BB: -.041 PATCH JOB,Sector 1-12,SG47,3-B,1.00,2/5/2019,Emily,,HCS,HCS-27,4,1145,5100,3955,SA,1/13/2020,SA,6,110,25,D40G,2,1/30/2020,ET,20,2/19/2020,AW,5.0730,2.0720,2.0010,2.2000,1.8600,1.7920,1.9920,337.5,AW,3104,AW,9.20,20200724,2551,W,1.0495,95.61,0.2744,1.8816,2.3128,4.5,0.158,94.7526,96.2519,95.5022,95.952,N,N,,,Mina/Mason,20210111.2,258.223,250.811,1.030,Mason,20210112,20200728,Mina,R,Saad,Saad,Saad,,44207,327,44208,8,5a,8,8,5b,5a,5a,1,1,8,403,,,,,,-0.2032,-0.3302,-1.0414,-0.0254,0.1778,-0.5842,0.0762
404,4,12,8,,,page not found,Sector 1-12,SG47,3-B,0.67,2/5/2019,Saad,,HCS,HCS-27,5,1145,5015,3870,SA,1/14/2020,SA,6,120,30,d35g,2,1/28/2020,ET,-43858,,,5.0813,2.0525,2.0209,2.2048,1.8210,1.7935,1.9918,336.9,Vrishin,2982,Vrishin,8.85,20200213,2516,W,1.4617,94.30,0.3975,2.0270,5.7631,8.2,0.180,94.9025,93.5532,94.7526,94.003,N,N,,,Mason/Saad,20200512.1,308.411,201.681,1.529,Mina,20200214,20200514,Mina,,Saad,Saad/Mason,Mason,,43963,43963,43875,8,5a,5b,8,5b,5a,5a,1,1,8,404,,,,,,0.00762,-0.8255,-0.53594,0.09652,-0.8128,-0.5461,0.07112
405,5,12,7,20,8/21/2020,PATCH JOB,Sector 1-12,SG47,3-B,1.00,2/6/2019,Zander,,HCS,HCS-33,5,1145,4910,3765,SA,5/19/2020,ET,7,110,25,d40g,1.5,5/19/2020,ET,2,5/21/2020,AW,5.0440,2.0800,2.0180,2.2060,1.8580,1.8120,1.9940,338.1,AW,2976,AW,8.80,20200812,2592,W,0.7871,97.15,0.1157,0.9645,3.5494,4.6,0.162,98.6507,96.7016,96.8516,96.4018,N,N,,,Mina/Mason,20200812,267.827,203.456,1.316,Mina,20200812,20200812,Mina,,Saad,Saad,Saad,08D12,44055,83,44055,5b,5a,5b,5b,5a,5a,5a,1,1,5b,405,0,8,D,12,,-0.9398,-0.127,-0.6096,0.127,0.127,-0.0762,0.127
406,6,12,7,16,6/16/2020,,Sector 1-12,SG47,3-B,1.15,2/6/2019,Mina,,HCS,HCS-32,6,1175,4930,3755,SA,5/14/2020,ET,7,110,25,d40g,1.5,5/14/2020,ET,6,5/20/2020,AW,5.0798,2.0592,2.0397,2.2023,1.8278,1.8124,1.9955,339.1,Mason,3006,Mason,8.86,20200521,2625,W,0.0750,98.39,0.3048,3.2762,14.8190,18.4,0.262,98.051,96.8516,99.4003,99.2504,N,N,,,Mason,20200526.1,163.306,131.185,1.245,Mina,20200528,20200527,Mason,,Saad,Mina,Mina,03A12,43977,6,43979,5b,5a,5b,5a,5a,5a,5a,1,1,5a,406,0,3,A,12,,-0.03048,-0.65532,-0.05842,0.03302,-0.64008,-0.06604,0.1651
407,7,12,7,16,6/16/2020,,Sector 1-12,SG47,3-B,1.50,2/6/2019,Zander,,HCS,HCS-31,5,1145,4900,3755,SA,5/7/2020,ET,7,110,25,d40g,3.5,5/7/2020,ET,4,5/11/2020,AW,5.0733,2.1005,2.0370,2.2005,1.8693,1.8099,2.0063,342.7,Mason,3022,Mason,8.82,20200521,2613,W,1.2369,97.94,0.0383,1.0716,6.0084,7.1,0.162,94.7526,98.5007,99.1004,99.4003,N,N,,,Mina/Mason,20200527,173.091,107.187,1.615,Mina,20200527,20200527,Mina,,Saad,Mason,Mason,03C12,43978,16,43978,5b,5a,5a,5b,5b,5a,5a,1,1,5b,407,0,3,C,12,,-0.19558,0.3937,-0.127,-0.0127,0.41402,-0.12954,0.43942
408,8,12,7,16,6/16/2020,,Sector 1-12,SG47,3-B,1.00,2/6/2019,Mina,,HCS,HCS-32,4,1150,4945,3795,SA,5/13/2020,ET,7,110,25,d40g,4,5/13/2020,ET,5,5/18/2020,AW,5.0825,2.1044,2.0393,2.1963,1.8728,1.8118,1.9803,341.5,Mason,3036,Mason,8.89,20200521,2650,W,1.4617,99.33,0.0377,0.9434,9.8491,10.8,0.205,98.6507,98.9505,99.8501,99.8501,N,N,,,Mason,20200526.1,147.232,131.185,1.122,Joseph,20200528,20200527,Mason,,Saad,Mina,Mina,04B12,43977,8,43979,5a,5a,5a,5a,5a,5a,5a,1,1,5a,408,0,4,B,12,,0.0381,0.49276,-0.06858,-0.11938,0.50292,-0.08128,-0.22098
409,9,12,7,7,7/24/2019,,Sector 1-12,SG47,3-B,1.00,2/6/2019,Shashwat,,HCS,HCS-14,2,1070,4923,3853,ET,5/22/2019,ET,4,140,35,thick filter test,8.5,5/23/2019,ET,-43608,,,5.0850,2.0690,2.0238,2.2035,1.8523,1.8140,1.9885,339.8,Joseph,3016,Joseph,8.88,20190607,2665,W,0.2999,99.89,0.0375,0.7505,2.4015,3.2,0.133,100,98.9505,100.3,100.3,N,N,,,Yuxuan/Xiaoning,20190607,210.364,166.824,1.261,Mason,20190610,20190607,Joseph,,Xiaoning,Joseph,Xiaoning,02C12,43623,43623,43626,5a,5a,5a,5a,5a,5a,5a,1,1,5a,409,0,2,C,12,,0.1016,-0.4064,-0.46228,0.0635,-0.01778,-0.0254,-0.0127
410,10,12,7,14,5/18/2020,,Sector 1-12,SG47,3-B,0.70,2/6/2019,Saad,,HCS,HCS-28,4,1150,5035,3885,SA,2/7/2020,ET,6,110,25,d40g,2,2/7/2020,ET,13,2/20/2020,AW,5.0748,2.0750,2.0356,2.2003,1.8438,1.8085,1.9918,339.3,Mason,3014,Mason,8.88,20200225,2618,W,2.9985,98.13,0.1528,2.7884,6.2261,9.2,0.188,97.901,98.051,99.2504,97.3013,N,N,,,Mason,20200512,457.762,273.569,1.673,OLeary,20200226,20200511,Saad,,Zander,Zander,Mason,04A12,43963,82,43887,5a,5a,5a,5a,5a,5a,5a,1,1,5a,410,0,4,A,12,,-0.15748,-0.254,-0.16256,-0.01778,-0.23368,-0.1651,0.07112
411,11,12,7,14,5/18/2020,,Sector 1-12,SG47,3-B,0.60,2/6/2019,Shashwat,,HCS,HCS-29,6,1175,5020,3845,SA,2/19/2020,ET,6,110,25,D40G,3,2/19/2020,ET,13,3/3/2020,AW,5.0755,2.1008,2.0407,2.2008,1.8695,1.8136,1.9995,342.7,Mina,3054,Mina,8.91,20200312,2650,W,3.1109,99.33,0.0000,2.8302,7.8868,10.7,0.199,99.5502,99.1004,99.1004,99.5502,N,N,,,Saad,20200508,243.337,164.26,1.481,Mason,20200312,20200511,Saad,,Saad,Saad/Mason,Saad/Mason,04C12,43959,66,43902,5a,5a,5a,5a,5a,5a,5a,1,1,5a,411,0,4,C,12,,-0.1397,0.40132,-0.03302,-0.00508,0.4191,-0.03556,0.2667
412,12,12,8,,,LowLT,Sector 1-12,SG47,3-B,0.53,2/6/2019,Saad,,HCS,HCS-34,6,1175,5115,3940,SA,6/8/2020,ET,7,110,25,d40g,2.5,6/8/2020,ET,3,6/11/2020,AW,5.0780,2.0600,2.0200,2.2070,1.8380,1.8050,1.9860,337.9,AW,3076,AW,9.10,20200611,2549,N,1.0494,95.54,0.7454,8.3955,10.1608,19.3,0.297,93.4033,94.1529,97.7511,96.8516,N,N,,,Mason,20200612.1,203.414,198.465,1.025,Adin,20200612,20200615,Mason,,Saad,Mina,Adin,,43994,1,43994,8,5a,5b,8,5b,5a,5a,1,1,8,412,,,,,,-0.0762,-0.635,-0.5588,0.1524,-0.381,-0.254,-0.0762
413,13,12,7,16,6/16/2020,,Sector 1-12,SG47,3-B,1.50,2/6/2019,Parker,,HCS,HCS-30,4,1155,5080,3925,SA,2/25/2020,SA,6,110,25,d40g,2,3/2/2020,ET,3,3/5/2020,AW,5.0585,2.0929,2.0319,2.1958,1.8624,1.8055,1.9885,338.9,Adin,3118,Adin,9.20,20200604,2630,W,1.0869,98.58,0.2662,2.8517,3.7643,6.9,0.172,97.901,99.2504,98.8006,98.3508,N,N,,,Adin,20200605,149.938,141.772,1.058,Mason,20200605,20200605,Adin,R,Mason,Mason/Mina,Mason,06D12,43987,92,43987,5a,5a,5a,5a,5a,5a,5a,1,1,5a,413,0,6,D,12,,-0.5715,0.20066,-0.25654,-0.13208,0.23876,-0.2413,-0.0127
414,1,13,7,11,1/23/2020,,Sector 1-12,SG47,4-A,0.60,2/11/2019,Saad,,HCS,HCS-12,4,1140,5030,3890,SA,10/25/2019,ET,5,120,30,d35g,2.5,10/28/2019,ET,-43766,,,5.0850,2.0767,2.0379,2.1888,1.8491,1.8146,1.9938,339.8,Mason,3082,Mason,9.07,20191219,2658,W,12.9310,99.63,0.0376,0.6020,2.4455,3.1,0.126,100.75,98.2009,101.049,98.5007,N,N,,,Saad,20200108,255.154,217.036,1.176,Mina,20200113,20200113,Mason,,Saad,Mason,Saad,02C13,43838,43838,43843,5a,5a,5a,5a,5a,5a,5a,1,1,5a,414,0,2,C,13,,-0.127,-0.21082,-0.02794,-0.10668,-0.20066,-0.01016,0.12192
415,14,12,7,16,6/16/2020,,Sector 1-12,SG47,3-B,1.00,2/7/2019,Emily,,HCS,HCS-30,5,1150,5150,4000,SA,2/27/2020,SA,6,110,25,d40g,1.5,3/4/2020,ET,63,5/6/2020,AW,5.0770,2.0816,2.0226,2.2065,1.8503,1.7954,2.0033,340.3,Mina,3118,Mina,9.16,20200608,2598,W,0.2249,97.38,0.4619,1.6166,8.6990,10.8,0.199,97.901,98.6507,95.5022,97.4513,N,N,,,Mason,20200608.1,171.727,187.139,0.918,Mason,20200609,20200608,Mason,R,Saad,Mina,Adin,04D12,43990,33,43991,5b,5a,5a,5b,5b,5a,5a,1,1,5b,415,0,4,D,12,,-0.1016,-0.08636,-0.49276,0.1397,-0.06858,-0.49784,0.36322
416,15,12,7,18,7/14/2020,5c LowDens,Sector 1-12,SG47,3-B,1.50,2/8/2019,Amanda,,HCS,HCS-33,4,1155,4845,3690,SA,5/28/2020,SA,7,110,25,d40g,1.5,5/29/2020,ET,3,6/1/2020,AW,5.0820,2.0790,2.0150,2.2000,1.8690,1.8080,1.9950,340.3,AW,2954,AW,8.68,20200610,2589,W,1.2744,97.04,0.3090,3.2445,9.0382,12.6,0.225,95.0525,99.4003,96.7016,97.0015,N,N,,,Mason,20200612.1,292.663,198.465,1.475,OLeary,20200612,20200615,Mason,,Saad,Mina,Adin,05B12,43994,11,43994,5c,5c,5b,5b,5b,5a,5a,1,1,5b,416,0,5,B,12,,0.0254,-0.1524,-0.6858,-0.0254,0.4064,-0.1778,0.1524
417,16,12,7,13,2/28/2020,,Sector 1-12,SG47,3-B,1.50,2/11/2019,Amanda,,HCS,HCS-28,5,1150,5080,3930,SA,2/4/2020,ET,6,110,25,d40g,2,2/4/2020,ET,-43865,,,5.0788,2.0763,2.0197,2.2010,1.8449,1.7924,1.9950,338.6,Joseph,2970,Joseph,8.77,20200217,2655,W,0.7496,99.51,0.2260,2.8625,7.4576,10.5,0.196,100.45,98.8006,99.4003,99.4003,N,N,,,Mason,20200219,236.249,177.247,1.333,Saad,20200220.1,20200220,Mina,,Mason,Saad,Mason,02D12,43880,43880,43881,5b,5b,5b,5a,5a,5a,5a,1,1,5a,417,0,2,D,12,,-0.05588,-0.22098,-0.56642,0,-0.20574,-0.57404,0.1524
418,2,13,7,8,10/28/2019,,Sector 1-12,SG47,4-A,1.50,2/11/2019,Amanda,,HCS,HCS-8,4,1145,4900,3755,SA,9/18/2019,ET,4,120,30,d35g,4,9/19/2019,ET,-43727,,,5.0890,2.0777,2.0384,2.1783,1.8500,1.8149,1.9980,339.7,Mason,3086,Mason,9.09,20190926,2656,W,0.1499,99.55,0.0000,1.1672,6.2877,7.5,0.178,99.2504,99.8501,99.5502,99.5502,N,N,,,Mason,20190927,281.796,178.725,1.577,Saad,20191001,20190927,Mason,,Xiaoning,Xiaoning,Xiaoning,01D13,43735,43735,43739,5a,5a,5a,5a,5a,5a,5a,1,1,5a,418,0,1,D,13,,-0.0254,-0.18542,-0.01524,-0.37338,-0.1778,-0.00254,0.2286
419,3,13,7,14,5/18/2020,,Sector 1-12,SG47,4-A,0.75,2/11/2019,Shashwat,,HCS,HCS-29,5,1135,5050,3915,SA,2/13/2020,ET,6,110,25,d40g,3,2/13/2020,ET,14,2/27/2020,AW,5.0880,2.0855,2.0314,2.1958,1.8578,1.8080,2.0033,341.6,Joseph,3100,Zander,9.08,20200302,2648,W,2.2864,99.25,0.0755,1.8882,8.2704,10.2,0.180,97.7511,100,99.5502,99.7001,N,N,,,Vrishin/Saad,20200508,204.656,183.91,1.113,Vrishin,20200304,20200511,Saad,,Joseph,Saad/Mason,Mason,02D13,43959,71,43894,5a,5a,5a,5a,5a,5a,5a,1,1,5a,419,0,2,D,13,,-0.0508,0.0127,-0.19304,0.07112,0.02032,-0.1778,0.36322
420,4,13,7,14,5/18/2020,,Sector 1-12,SG47,4-A,0.62,2/11/2019,Saad,,HCS,HCS-29,4,1145,5105,3960,SA,2/20/2020,SA,6,110,25,d40g,3,2/21/2020,ET,3,2/24/2020,AW,5.0883,2.0772,2.0372,2.1888,1.8494,1.8138,1.9930,340.0,Mason,3100,Mason,9.12,20200225,2636,W,0.8621,98.80,0.1897,1.0622,4.2109,5.5,0.143,98.8006,99.5502,97.7511,99.1004,N,N,,,Vrishin/Saad,20200508,391.754,250.602,1.563,Mina,20200225.1,20200511,Saad,,Zander,Mason,Mason,03A13,43959,74,43886,5a,5a,5a,5a,5a,5a,5a,1,1,5a,420,0,3,A,13,,-0.04318,-0.19812,-0.04572,-0.10668,-0.19304,-0.03048,0.1016
421,5,13,7,16,6/16/2020,clear ends test; w/ shims,Sector 1-12,SG47,4-A,0.80,2/11/2019,Shashwat,,HCS,HCS-32,4,1125,4915,3790,SA,5/11/2020,ET,7,110,25,d40g,2,5/12/2020,ET,2,5/14/2020,AW,5.0870,2.0641,2.0328,2.1898,1.8364,1.8094,2.0025,339.2,Mason,3034,Mason,8.95,20200521,2635,W,0.8621,98.76,0.0759,1.0247,8.2732,9.4,0.182,99.4003,97.4513,99.7001,98.5007,N,N,,,Mason,20200526.1,254.696,143.824,1.771,OLeary,20200527.1,20200527,Mason,,Saad,Mina,Mina,04D13,43977,12,43978,5b,5a,5b,5a,5a,5a,5a,1,1,5a,421,0,4,D,13,,-0.0762,-0.53086,-0.15748,-0.08128,-0.52324,-0.14224,0.3429
422,6,13,7,13,2/28/2020,,Sector 1-12,SG47,4-A,1.10,2/12/2019,Mina,,HCS,HCS-28,5,1135,5100,3965,SA,2/4/2020,SA,6,110,25,d40g,3,2/4/2020,ET,13,2/17/2020,AW,5.0890,2.0828,2.0367,2.1913,1.8551,1.8132,1.9905,340.5,Mason,3064,Mason,9.00,20200218,2664,W,0.2999,99.85,0.0751,1.7267,8.3709,10.2,0.196,99.7001,99.8501,100.15,99.7001,N,N,,,Mason,20200219,183.382,177.247,1.035,Vrishin,20200220.1,20200220,Mina,,Saad,Saad,Mason,02B13,43880,2,43881,5a,5a,5a,5a,5a,5a,5a,1,1,5a,422,0,2,B,13,,-0.0254,-0.05588,-0.05842,-0.04318,-0.04826,-0.04572,0.0381
423,7,13,7,13,2/28/2020,,Sector 1-12,SG47,4-A,2.00,2/12/2019,Vrishin,,HCS,HCS-27,4,1135,5025,3890,SA,1/14/2020,SA,6,110,25,D40G,2,1/30/2020,ET,20,2/19/2020,AW,5.0855,2.0838,2.0369,2.1915,1.8562,1.8136,1.9928,340.6,Mason,3102,Mason,9.11,20200220,2643,W,0.3374,99.06,0.1513,1.7026,5.0322,6.9,0.169,98.8006,99.5502,98.9505,98.9505,N,N,,,Zander,20200221,352.855,151.192,2.334,Vrishin,20200221,20200225,Zander,,Saad,Mason,Mason,02A13,43882,2,43882,5a,5a,5a,5a,5a,5a,5a,1,1,5a,423,0,2,A,13,,-0.1143,-0.03048,-0.05334,-0.0381,-0.02032,-0.03556,0.09652
424,8,13,7,15,6/1/2020,,Sector 1-12,SG47,4-A,1.10,2/12/2019,Mina,,HCS,HCS-29,6,1165,5010,3845,SA,2/19/2020,ET,6,110,25,D40G,2,2/19/2020,ET,13,3/3/2020,AW,5.0843,2.1038,2.0379,2.1915,1.8763,1.8146,1.9923,342.3,OLeary,3094,Joseph,9.04,20200306,2611,W,3.5982,97.86,0.7277,8.9621,11.5282,21.2,0.289,97.6012,98.051,97.6012,98.2009,N,N,,,Zander/Saad,20200512.2,169.853,200.208,0.848,Zander,20200310,20200511,Saad,,Saad,Saad/Mason,Zander/Mason,03D13,43963,70,43900,5b,5a,5a,5b,5a,5a,5a,1,1,5b,424,0,3,D,13,,-0.14478,0.47752,-0.02794,-0.0381,0.49022,-0.01016,0.08382
425,9,13,7,22,9/22/2020,,Sector 1-12,SG47,4-A,0.60,2/12/2019,Saad,,HCS,HCS-42,7,1155,4820,3665,SA,8/24/2020,SA,8,110,25,d40g,1.5,8/25/2020,ET,10,9/4/2020,AW,5.0940,2.0800,2.0320,2.1930,1.8580,1.8100,2.0010,341.4,AW,3108,AW,9.10,20200904,2663,W,0.1125,99.81,0.0751,0.4882,4.8817,5.4,0.139,100.6,98.9505,100.3,99.4003,N,N,,,Mason,20200908,291.77,248.881,1.172,Mina,20200909,20200908,Mason,,Adin,Adin,Mina,10A13,44082,4,44083,5a,5a,5a,5a,5a,5a,5a,1,1,5a,425,1,0,A,13,,0.1016,-0.127,-0.1778,0,0.0254,-0.127,0.3048
426,10,13,8,,,LowScint,Sector 1-12,SG47,4-A,6.00,2/13/2019,Ritvik,,HCS,HCS-30,5,1135,5115,3980,SA,2/28/2020,SA,6,110,25,d40g,1.5,3/4/2020,ET,79,5/22/2020,AW,5.0948,2.0777,2.0287,2.1965,1.8497,1.8049,2.0060,341.3,Mina,3170,Mina,9.29,20200608,2610,W,1.4993,97.83,0.4981,2.9119,8.2376,11.6,0.218,96.1019,98.5007,97.901,98.8006,N,N,,,Mina/Mason,20200610,129.183,202.597,0.638,Mina/Saad,20200610,20200610,Mina,,Saad,Mason,Mason,,43992,19,43992,8,5a,5a,5b,5a,5a,8,1,1,5b,426,,,,,,0.12192,-0.18542,-0.26162,0.0889,-0.18542,-0.25654,0.4318
427,11,13,7,15,6/1/2020,6 week in Freezer,Sector 1-12,SG47,4-A,0.90,2/13/2019,Saad,,HCS,HCS-31,6,1170,5205,4035,SA,3/3/2020,SA,6,110,25,d40g,2,3/16/2020,ET,2,3/18/2020,AW,5.0860,2.0871,2.0359,2.1935,1.8595,1.8126,2.0010,341.6,Mason,3186,Mason,9.33,20200518,2658,W,0.4498,99.63,0.0752,2.1821,9.9699,12.2,0.201,98.6507,100,100,99.8501,N,N,,,Saad/Mason,20200519,368.746,168.766,2.185,Mason,20200521,20200521,Mina,,Saad,Saad,Saad,03C13,43970,62,43972,5a,5a,5a,5a,5a,5a,5a,1,1,5a,427,0,3,C,13,,-0.1016,0.05334,-0.07874,0.0127,0.0635,-0.06096,0.3048
428,12,13,5m,,,long term monitoring,Sector 1-12,SG47,4-A,2.00,2/13/2019,Yuxuan,,HCS,HCS-27,5,1135,5025,3890,SA,1/13/2020,SA,6,120,30,d40g,1.5,1/28/2020,ET,-43858,,,5.0798,2.0743,2.0374,2.1943,1.8470,1.8143,1.9925,339.6,Mason,3078,Mason,9.06,20200225,2388,W,0.6746,89.51,0.5863,3.4338,5.8627,9.9,0.208,88.7556,89.955,90.2549,89.0555,N,N,,,Mason,20210111.2,268.417,250.811,1.070,Saad,20210112,20200305,Mina,R,Zander,Zander,Saad,,44207,44207,44208,8,5a,5a,8,8,5a,5a,1,1,8,428,,,,,,-0.25908,-0.27178,-0.04064,0.03302,-0.254,-0.01778,0.0889
429,13,13,7,14,5/18/2020,,Sector 1-12,SG47,4-A,1.50,2/13/2019,Nabeeha,,HCS,HCS-30,4,1145,5140,3995,SA,2/28/2020,SA,6,110,25,d40g,1.5,3/2/2020,ET,3,3/5/2020,AW,5.0880,2.0789,2.0436,2.1923,1.8511,1.8201,2.0058,341.9,OLeary,3180,Joseph,9.30,20200306,2630,W,3.5607,98.58,0.1901,2.6236,5.2852,8.1,0.186,98.9505,100.75,97.6012,97.0015,N,N,,,Zander/Saad,20200512.1,206.444,197.483,1.045,Mason,20200310.1,20200513,Saad,,Saad,Saad/Mason,Zander/Mason,04A13,43963,68,43900,5a,5a,5a,5a,5a,5a,5a,1,1,5a,429,0,4,A,13,,-0.0508,-0.15494,0.11684,-0.01778,-0.14986,0.12954,0.42672
430,14,13,5m,,,5a being monitored,Sector 1-12,SG47,4-A,1.30,2/13/2019,Siddhant,,HCS,HCS-29,5,1135,5080,3945,SA,2/20/2020,SA,6,110,25,d40g,2,2/21/2020,ET,3,2/24/2020,AW,5.0873,2.0734,2.0208,2.1823,1.8457,1.7974,2.0048,338.5,Mason,3126,Mason,9.24,20200225,2633,W,1.9116,98.69,0.1519,2.8105,6.3426,9.3,0.188,98.9505,97.7511,98.9505,99.1004,N,N,,,Vrishin,20210111.2,244.06,250.811,0.973,Mason,20210112,20200304,Saad,,Zander,Mason,Mason,,44207,322,44208,5a,5a,5a,5a,5a,5a,5a,1,1,5a,430,,,,,,-0.06858,-0.29464,-0.46228,-0.27178,-0.28702,-0.44704,0.40132
431,15,13,7,8,10/28/2019,,Sector 1-12,SG47,4-A,1.00,2/13/2019,Will,,HCS,HCS-10,4,1155,4970,3815,MH,10/2/2019,ET,5,120,30,d35g,3.5,10/3/2019,ET,-43741,,,5.0895,2.0760,2.0386,2.1855,1.8482,1.8151,2.0015,340.4,Saad,3008,Saad,8.84,20191016,2662,W,0.8621,99.78,0.0376,1.5778,8.1142,9.7,0.194,100,99.8501,99.8501,99.4003,N,N,,,Saad,20191016,197.368,151.693,1.301,Vrishin,20191018,20191016,Mason,,Mason,Mason,Saad,01C13,43754,43754,43756,5a,5a,5a,5a,5a,5a,5a,1,1,5a,431,0,1,C,13,,-0.0127,-0.2286,-0.01016,-0.1905,-0.22352,0.00254,0.3175
432,16,13,7,16,6/16/2020,5c to 5b,Sector 1-12,SG47,4-A,1.00,2/13/2019,Will,,HCS,HCS-28,4,1140,5020,3880,SA,2/7/2020,ET,6,110,25,d40g,2,2/7/2020,ET,13,2/20/2020,AW,5.0833,2.0593,2.0361,2.1930,1.8317,1.8129,2.0010,339.0,Mason,3050,Mason,9.00,20200225,2604,W,0.3748,97.60,0.1152,2.3810,7.7189,10.2,0.191,96.1019,97.6012,99.5502,97.1514,N,N,,,Vrishin,20200225.2,369.801,250.602,1.476,Erin,20200225.1,20200305,Mina,,Zander,Mason,Saad,03B13,43886,5,43886,5b,5a,5b,5b,5a,5a,5a,1,1,5b,432,0,3,B,13,,-0.17018,-0.65278,-0.07366,0,-0.64262,-0.05334,0.3048
433,1,14,8,,,5r LowScint PATCH JOB,Sector 1-12,SG47,4-A,0.80,2/14/2019,Emily,,HCS,HCS-30,5,1145,5035,3890,SA,2/27/2020,SA,6,110,25,d40g,1.5,3/4/2020,ET,79,5/22/2020,AW,5.0850,2.0750,2.0200,2.1900,1.8530,1.8100,2.0050,339.9,AW,3128,AW,9.20,20200716,2601,W,2.3988,97.49,0.3076,3.4602,11.3418,15.1,0.223,98.051,97.4513,98.3508,96.1019,N,Y,,,Mason/Mina/Erin,20201009,163.974,304.396,0.539,Mina,20201022,20201009,Erin,S,Saad,Adin,Adin,,44113,140,44126,not finished testing,5a,5a,5b,5a,8,8,1,1,8,433,,,,,,-0.635,-0.254,-0.381,0.1016,-0.1778,-0.127,0.4064
434,2,14,7,15,6/1/2020,White Filter paper,Sector 1-12,SG47,4-A,0.80,2/14/2019,Emily,,HCS,HCS-31,5,1140,4970,3830,SA,5/8/2020,ET,7,110,25,d40g,1.5,5/11/2020,ET,3,5/14/2020,AW,5.1075,2.0742,2.0259,2.1860,1.8499,1.8063,2.0063,341.1,Mason,3064,Mason,8.98,20200521,2646,W,1.4992,99.18,0.1890,1.2850,7.5586,9.0,0.193,98.2009,99.2504,99.7001,99.5502,N,N,,,Mason,20200526.1,151.593,143.824,1.054,Mason,20200527.1,20200527,Mason,,Saad,Mina,Mina,04D14,43977,12,43978,5a,5a,5a,5a,5a,5a,5a,1,1,5a,434,0,4,D,14,,-0.0635,-0.27432,-0.23114,0,-0.25654,-0.22098,0.43942
435,3,14,7,10,12/20/2019,,Sector 1-12,SG47,4-A,0.52,2/14/2019,Shashwat,,HCS,HCS-12,4,1045,5115,4070,SA,10/17/2019,ET,5,120,30,d35g,2.5,10/17/2019,ET,-43755,,,5.1008,2.0833,2.0337,2.1765,1.8592,1.8143,2.0043,341.2,Zander,3154,Zander,9.24,20191031,2653,W,0.4123,99.44,0.0000,0.9046,4.6363,5.5,0.170,100,100,99.5502,98.2009,N,N,,,Mason,20191031,181.544,135.751,1.337,Tim,20191101,20191101,Mason,,Mason,Zander,Zander,02B14,43769,43769,43770,5a,5a,5a,5a,5a,5a,5a,1,1,5a,435,0,2,B,14,,-0.23368,-0.04318,-0.03302,-0.2413,-0.02032,-0.01778,0.38862
436,4,14,7,14,5/18/2020,,Sector 1-12,SG47,4-A,1.20,2/14/2019,Mina,,HCS,HCS-29,6,1165,5080,3915,SA,2/19/2020,ET,6,110,25,d40g,2.5,2/19/2020,ET,13,3/3/2020,AW,5.1048,2.0892,2.0328,2.1860,1.8650,1.8133,1.9985,342.2,Mina,3082,Mina,9.01,20200312,2654,W,2.3988,99.48,0.0754,2.3361,8.6662,11.1,0.204,99.5502,99.7001,99.5502,99.1004,N,N,,,Saad,20200508,202.112,226.314,0.893,Tim,20200313,20200511,Saad,,Saad,Saad/Mason,Saad/Mason,04C14,43959,66,43903,5a,5a,5a,5a,5a,5a,5a,1,1,5a,436,0,4,C,14,,-0.13208,0.10668,-0.05588,0,0.127,-0.04318,0.2413
